,u_age,u_gender,u_experience,u_loan_amount,u_loan_duration,u_income,u_saving,u_credit
5101,1.5026238,0.0,0.12350485,1.9760776,4.4461746,1.9760776,12.350485,0.6893537
5102,2.8829994,0.0,0.042398874,0.678382,1.5263594,0.678382,4.239887,0.56733584
5103,3.1608298,0.0,0.42876342,6.8602147,15.435483,6.8602147,42.876343,0.9568323
5104,2.845436,1.0,-0.027761035,-0.44417655,-0.9993973,-0.44417655,-2.7761035,0.45579064
5105,3.1712723,1.0,-0.4522153,-7.235445,-16.27975,-7.235445,-45.22153,0.03523624
5106,4.187129,1.0,-0.26594207,-4.255073,-9.573915,-4.255073,-26.594206,0.14371681
5107,4.1344113,0.0,0.08776712,1.4042739,3.1596162,1.4042739,8.776711,0.63723147
5108,3.6782517,0.0,0.054761317,0.87618107,1.9714074,0.87618107,5.4761314,0.5866926
5109,2.360202,1.0,-0.25912955,-4.146073,-9.328664,-4.146073,-25.912956,0.14998019
5110,3.0179982,1.0,-0.15225118,-2.436019,-5.481043,-2.436019,-15.225119,0.27126062
5111,2.4846036,1.0,-0.12779354,-2.0446966,-4.6005673,-2.0446966,-12.779353,0.30461454
5112,2.8901029,1.0,-0.16163982,-2.5862372,-5.8190336,-2.5862372,-16.163982,0.25895858
5113,2.7891407,0.0,0.133084,2.129344,4.791024,2.129344,13.3084,0.7027533
5114,1.3214024,1.0,-0.08007177,-1.2811483,-2.8825836,-1.2811483,-8.007177,0.37437534
5115,2.503064,0.0,0.3209241,5.1347857,11.5532675,5.1347857,32.09241,0.90037584
5116,3.4135606,1.0,-0.14440607,-2.310497,-5.1986184,-2.310497,-14.440606,0.2817589
5117,3.155925,1.0,-0.450636,-7.210176,-16.222897,-7.210176,-45.0636,0.035729885
5118,2.0836666,0.0,0.17169966,2.7471945,6.1811876,2.7471945,17.169966,0.75389516
5119,2.9803462,0.0,0.7039224,11.262758,25.341206,11.262758,70.39224,0.99756634
5120,2.6201117,1.0,-0.21802829,-3.4884527,-7.8490186,-3.4884527,-21.80283,0.19157326
5121,3.3633542,0.0,0.15169525,2.427124,5.461029,2.427124,15.169525,0.72800183
5122,3.4615664,1.0,-0.14172725,-2.267636,-5.102181,-2.267636,-14.172726,0.285388
5123,2.380058,0.0,0.13148598,2.1037757,4.733495,2.1037757,13.148599,0.7005364
5124,1.7763824,0.0,0.23015173,3.6824276,8.285462,3.6824276,23.015173,0.82137215
5125,2.652715,1.0,-0.1616331,-2.5861297,-5.818792,-2.5861297,-16.163311,0.25896728
5126,3.0293877,1.0,-0.10934445,-1.7495112,-3.9364004,-1.7495112,-10.934445,0.33091867
5127,3.305495,1.0,-0.3341711,-5.3467374,-12.030159,-5.3467374,-33.41711,0.09066284
5128,2.6887953,1.0,-0.024892613,-0.3982818,-0.8961341,-0.3982818,-2.4892614,0.46034265
5129,2.40075,1.0,-0.31977883,-5.1164613,-11.512038,-5.1164613,-31.977882,0.10042822
5130,2.9888597,1.0,-0.40703,-6.51248,-14.65308,-6.51248,-40.703,0.051749706
5131,4.3363657,1.0,-0.22877984,-3.6604774,-8.236074,-3.6604774,-22.877983,0.18006444
5132,2.724982,1.0,-0.030227475,-0.4836396,-1.0881891,-0.4836396,-3.0227475,0.45188117
5133,3.6257672,0.0,0.08968817,1.4350107,3.228774,1.4350107,8.968817,0.6401099
5134,3.8944952,0.0,0.38501003,6.1601605,13.860361,6.1601605,38.501003,0.9382247
5135,3.7949164,0.0,0.27089015,4.3342423,9.752046,4.3342423,27.089014,0.86072016
5136,3.1557336,1.0,-0.21983849,-3.5174158,-7.9141855,-3.5174158,-21.983849,0.18960464
5137,3.4082222,0.0,0.04260852,0.6817363,1.5339067,0.6817363,4.260852,0.5676656
5138,2.8371246,0.0,0.022174042,0.35478467,0.7982655,0.35478467,2.2174041,0.5353383
5139,4.1707067,0.0,0.22194992,3.5511987,7.990197,3.5511987,22.194992,0.8126757
5140,1.9957598,0.0,0.19902678,3.1844285,7.164964,3.1844285,19.902678,0.7870151
5141,2.558872,0.0,0.031333104,0.50132966,1.1279917,0.50132966,3.1333103,0.5498698
5142,2.7097645,1.0,-0.036453396,-0.58325434,-1.3123223,-0.58325434,-3.6453395,0.44203424
5143,2.0046551,0.0,0.08559011,1.3694417,3.081244,1.3694417,8.5590105,0.6339601
5144,3.5925012,0.0,0.008720862,0.13953379,0.31395102,0.13953379,0.87208617,0.51391363
5145,3.5005357,0.0,0.1109999,1.7759984,3.9959962,1.7759984,11.09999,0.6714785
5146,3.423373,0.0,0.08988434,1.4381495,3.2358363,1.4381495,8.988434,0.6404034
5147,4.261895,0.0,0.11335195,1.8136312,4.0806704,1.8136312,11.335195,0.6748724
5148,2.4421117,1.0,-0.21598426,-3.455748,-7.775433,-3.455748,-21.598425,0.19381118
5149,2.4777832,0.0,0.048881672,0.78210676,1.7597402,0.78210676,4.8881674,0.57750964
5150,3.0400636,0.0,0.24061503,3.8498404,8.662141,3.8498404,24.061502,0.83209074
5151,3.9258635,0.0,0.36862972,5.8980756,13.27067,5.8980756,36.862972,0.929829
5152,2.6722808,0.0,0.0105166435,0.1682663,0.37859917,0.1682663,1.0516644,0.51677716
5153,2.3410447,1.0,-0.06173595,-0.9877752,-2.2224941,-0.9877752,-6.173595,0.40247583
5154,3.9828136,1.0,-0.37308398,-5.9693437,-13.431024,-5.9693437,-37.3084,0.06780553
5155,2.9147568,1.0,-0.07627446,-1.2203914,-2.7458806,-1.2203914,-7.627446,0.3801458
5156,2.4988172,1.0,-0.0493267,-0.7892272,-1.7757611,-0.7892272,-4.93267,0.4217937
5157,3.292579,0.0,0.030025696,0.48041114,1.0809251,0.48041114,3.0025697,0.5477991
5158,4.0254865,1.0,-0.29928714,-4.7885942,-10.774337,-4.7885942,-29.928715,0.11562431
5159,2.152902,0.0,0.26689458,4.2703133,9.608205,4.2703133,26.689457,0.8571446
5160,1.8205148,0.0,0.29280695,4.6849113,10.54105,4.6849113,29.280695,0.87924635
5161,3.4103281,1.0,-0.17954722,-2.8727555,-6.4637,-2.8727555,-17.954721,0.23632038
5162,5.070811,1.0,-0.08240263,-1.3184421,-2.9664948,-1.3184421,-8.240263,0.3708471
5163,2.4713295,1.0,-0.24516794,-3.922687,-8.826046,-3.922687,-24.516794,0.16337729
5164,3.3033223,0.0,0.086080514,1.3772882,3.0988984,1.3772882,8.608051,0.6346979
5165,4.187099,1.0,-0.20700036,-3.3120058,-7.452013,-3.3120058,-20.700035,0.20383477
5166,2.5925953,1.0,-0.2927686,-4.6842976,-10.539669,-4.6842976,-29.27686,0.1207844
5167,2.6341286,1.0,-0.073398374,-1.174374,-2.6423414,-1.174374,-7.3398376,0.38453424
5168,1.9578396,0.0,0.26026076,4.164172,9.369388,4.164172,26.026075,0.8510722
5169,2.325243,0.0,0.014088678,0.22541885,0.50719243,0.22541885,1.4088678,0.52247036
5170,4.632804,1.0,-0.2514403,-4.0230446,-9.05185,-4.0230446,-25.144028,0.15726519
5171,3.2190042,0.0,0.062219765,0.99551624,2.2399116,0.99551624,6.2219763,0.5982728
5172,2.275797,0.0,0.15681742,2.5090787,5.645427,2.5090787,15.681742,0.73475873
5173,2.4747703,0.0,0.16471529,2.6354446,5.9297504,2.6354446,16.471529,0.7450075
5174,2.98371,1.0,-0.12975915,-2.0761464,-4.6713295,-2.0761464,-12.975915,0.3018676
5175,3.055706,0.0,0.0015697702,0.025116323,0.056511726,0.025116323,0.15697701,0.50250494
5176,2.2884297,1.0,-0.2807454,-4.491926,-10.106834,-4.491926,-28.07454,0.13072264
5177,2.7595007,1.0,-0.24233054,-3.8772886,-8.723899,-3.8772886,-24.233053,0.16619217
5178,2.746752,1.0,-0.013699883,-0.21919812,-0.49319577,-0.21919812,-1.3699883,0.47814906
5179,3.0835407,1.0,-0.08405622,-1.3448995,-3.0260239,-1.3448995,-8.4056225,0.36835063
5180,2.7000115,1.0,-0.090166785,-1.4426686,-3.2460043,-1.4426686,-9.016679,0.35917413
5181,3.2857835,1.0,-0.1734912,-2.775859,-6.245683,-2.775859,-17.34912,0.24385214
5182,1.6522543,1.0,-0.18102233,-2.8963573,-6.5168037,-2.8963573,-18.102234,0.23450541
5183,3.9994183,0.0,0.17313424,2.7701478,6.2328324,2.7701478,17.313423,0.7556999
5184,4.523126,1.0,-0.27747524,-4.439604,-9.989109,-4.439604,-27.747524,0.13352084
5185,2.0980024,1.0,-0.5545733,-8.873173,-19.964638,-8.873173,-55.45733,0.013267398
5186,3.7829664,0.0,0.35754898,5.7207837,12.871763,5.7207837,35.754898,0.9236696
5187,3.2835329,0.0,0.23426905,3.7483048,8.433686,3.7483048,23.426905,0.8256403
5188,2.1000245,0.0,0.36811453,5.8898325,13.252123,5.8898325,36.811455,0.92955136
5189,4.0170083,0.0,0.20835918,3.333747,7.500931,3.333747,20.835918,0.79770076
5190,3.2150633,0.0,0.51259834,8.201573,18.45354,8.201573,51.259834,0.97983694
5191,3.4076755,0.0,0.044789303,0.71662885,1.612415,0.71662885,4.4789305,0.57109284
5192,2.3001769,1.0,-0.18089437,-2.89431,-6.5121975,-2.89431,-18.089437,0.23466253
5193,5.0820093,0.0,0.43086156,6.893785,15.511016,6.893785,43.086155,0.95759606
5194,2.7654586,1.0,-0.39215222,-6.2744355,-14.11748,-6.2744355,-39.21522,0.058369517
5195,5.612763,0.0,0.31264183,5.0022693,11.255106,5.0022693,31.264183,0.89445376
5196,3.8835049,0.0,0.04420384,0.70726144,1.5913383,0.70726144,4.420384,0.57017326
5197,1.8414681,1.0,-0.37118915,-5.9390264,-13.362809,-5.9390264,-37.118916,0.068804145
5198,3.0726259,0.0,0.5614138,8.982621,20.210897,8.982621,56.141384,0.9876369
5199,2.3299394,0.0,0.25060567,4.0096908,9.021804,4.0096908,25.060568,0.84193027
5200,1.589177,1.0,-0.10919414,-1.7471062,-3.930989,-1.7471062,-10.919414,0.3311367
5201,4.3415422,1.0,-0.0065691033,-0.10510565,-0.23648772,-0.10510565,-0.65691036,0.4895184
5202,2.9346,1.0,-0.23161583,-3.7058532,-8.33817,-3.7058532,-23.161583,0.17710257
5203,2.5579956,1.0,-0.030348783,-0.48558053,-1.0925562,-0.48558053,-3.0348783,0.451689
5204,3.2627914,0.0,0.28741676,4.598668,10.347003,4.598668,28.741676,0.87485945
5205,6.055945,1.0,-0.579896,-9.278336,-20.876255,-9.278336,-57.989597,0.010181665
5206,3.3336778,1.0,-0.1926866,-3.0829856,-6.9367175,-3.0829856,-19.26866,0.22042859
5207,3.4978352,1.0,-0.29885688,-4.78171,-10.758848,-4.78171,-29.885689,0.11596
5208,2.8421185,1.0,-0.11254166,-1.8006666,-4.0515,-1.8006666,-11.254166,0.32629514
5209,1.9160411,1.0,-0.10309176,-1.6494682,-3.7113035,-1.6494682,-10.309176,0.3400352
5210,3.8224242,1.0,-0.28963408,-4.6341453,-10.4268265,-4.6341453,-28.963408,0.123322606
5211,3.246651,1.0,-0.016256044,-0.2600967,-0.5852176,-0.2600967,-1.6256044,0.47407734
5212,1.1549546,0.0,0.13199015,2.1118424,4.7516456,2.1118424,13.199015,0.7012366
5213,3.556064,1.0,-0.07365868,-1.1785389,-2.6517127,-1.1785389,-7.365868,0.38413644
5214,3.2119539,1.0,-0.4329107,-6.9265714,-15.584785,-6.9265714,-43.291073,0.041668534
5215,2.8657544,0.0,0.3082919,4.9326706,11.098509,4.9326706,30.829191,0.89124334
5216,3.1606648,1.0,-0.0633478,-1.0135648,-2.280521,-1.0135648,-6.33478,0.39998293
5217,3.8557532,0.0,0.069079295,1.1052687,2.4868546,1.1052687,6.9079294,0.60884774
5218,1.8460907,0.0,0.2696029,4.3136463,9.705704,4.3136463,26.960289,0.8595749
5219,4.4441767,0.0,0.16927756,2.708441,6.093992,2.708441,16.927757,0.75083196
5220,3.2049048,0.0,0.3857271,6.1716337,13.886176,6.1716337,38.572712,0.9385735
5221,2.9515986,1.0,-0.47014973,-7.5223956,-16.92539,-7.5223956,-47.014973,0.030013204
5222,3.282682,1.0,-0.11277475,-1.804396,-4.059891,-1.804396,-11.277475,0.3259591
5223,3.597336,0.0,0.17789687,2.84635,6.4042873,2.84635,17.789688,0.76163983
5224,1.507253,0.0,0.18637718,2.982035,6.7095785,2.982035,18.637718,0.77201784
5225,1.7759044,1.0,-0.014302263,-0.22883621,-0.5148815,-0.22883621,-1.4302263,0.4771893
5226,3.9568136,0.0,0.25386846,4.0618954,9.139265,4.0618954,25.386847,0.84506
5227,2.2642062,0.0,0.22703406,3.632545,8.173226,3.632545,22.703405,0.8180969
5228,2.808633,1.0,-0.0057885135,-0.092616215,-0.20838648,-0.092616215,-0.57885134,0.49076366
5229,2.341825,0.0,0.6250182,10.000291,22.500654,10.000291,62.50182,0.9937916
5230,1.3568693,1.0,-0.27826422,-4.4522276,-10.017512,-4.4522276,-27.826422,0.13284194
5231,3.79937,0.0,0.19786972,3.1659155,7.12331,3.1659155,19.786972,0.78566766
5232,2.798241,0.0,0.10150098,1.6240157,3.6540353,1.6240157,10.150098,0.6576301
5233,1.8521198,1.0,-0.025065364,-0.40104583,-0.9023531,-0.40104583,-2.5065365,0.46006835
5234,2.3160343,0.0,0.16689093,2.670255,6.008074,2.670255,16.689093,0.7477939
5235,3.319327,1.0,-0.1943619,-3.1097903,-6.9970284,-3.1097903,-19.43619,0.21844733
5236,1.7436036,0.0,0.30947605,4.951617,11.141138,4.951617,30.947605,0.8921242
5237,4.4295015,0.0,0.121624455,1.9459913,4.3784804,1.9459913,12.162445,0.68669283
5238,2.663049,0.0,0.17249742,2.7599587,6.209907,2.7599587,17.249743,0.7548996
5239,3.2277372,1.0,-0.04077367,-0.65237874,-1.4678521,-0.65237874,-4.0773673,0.4352219
5240,2.2910466,0.0,0.25781333,4.1250134,9.2812805,4.1250134,25.781334,0.848789
5241,3.0432923,1.0,-0.23510976,-3.7617562,-8.463951,-3.7617562,-23.510977,0.17349613
5242,3.1370797,0.0,0.11701679,1.8722687,4.2126045,1.8722687,11.701679,0.6801317
5243,1.8864558,0.0,0.10346694,1.6554711,3.72481,1.6554711,10.346694,0.6605145
5244,2.320664,0.0,0.18075538,2.892086,6.5071936,2.892086,18.075539,0.76516664
5245,3.4368565,1.0,-0.23367715,-3.7388344,-8.412377,-3.7388344,-23.367714,0.1749692
5246,1.5070908,0.0,0.0067451294,0.10792207,0.24282466,0.10792207,0.6745129,0.51076233
5247,2.2053838,0.0,0.38304338,6.128694,13.789561,6.128694,38.304337,0.93726015
5248,2.717087,0.0,0.23041071,3.6865714,8.2947855,3.6865714,23.04107,0.8216425
5249,2.9983888,0.0,0.16225061,2.5960097,5.841022,2.5960097,16.225061,0.74183154
5250,2.3116474,0.0,0.124803215,1.9968514,4.4929156,1.9968514,12.480322,0.69118524
5251,3.0361423,0.0,0.043799307,0.7007889,1.5767751,0.7007889,4.3799305,0.56953764
5252,3.3163283,1.0,-0.035909567,-0.5745531,-1.2927444,-0.5745531,-3.5909567,0.44289303
5253,4.9988136,1.0,-0.49558955,-7.929433,-17.841225,-7.929433,-49.558956,0.02371955
5254,4.326523,1.0,-0.14138596,-2.2621753,-5.0898943,-2.2621753,-14.138596,0.28585196
5255,3.5564265,1.0,-0.31369147,-5.0190635,-11.292892,-5.0190635,-31.369146,0.104781866
5256,1.9605173,1.0,-0.283033,-4.528528,-10.189188,-4.528528,-28.3033,0.12878942
5257,1.832874,0.0,0.6548099,10.476958,23.573156,10.476958,65.48099,0.99559367
5258,2.8441837,0.0,0.35780618,5.724899,12.881022,5.724899,35.780617,0.92381704
5259,2.043264,0.0,0.627569,10.041104,22.592485,10.041104,62.7569,0.9939681
5260,3.4503572,1.0,-0.31229326,-4.996692,-11.242558,-4.996692,-31.229326,0.10580087
5261,2.358691,1.0,-0.03359036,-0.5374458,-1.2092531,-0.5374458,-3.3590362,0.44655836
5262,2.0885956,1.0,-0.156792,-2.508672,-5.644512,-2.508672,-15.6792,0.26527452
5263,1.941349,1.0,-0.103818655,-1.6610985,-3.7374716,-1.6610985,-10.3818655,0.33897042
5264,2.7695854,0.0,0.008205263,0.1312842,0.29538947,0.1312842,0.8205263,0.5130913
5265,1.5187453,0.0,0.34072188,5.45155,12.265987,5.45155,34.07219,0.91354096
5266,2.1068747,1.0,-0.018864775,-0.3018364,-0.6791319,-0.3018364,-1.8864775,0.4699247
5267,2.289088,1.0,-0.40813494,-6.530159,-14.692858,-6.530159,-40.81349,0.051282883
5268,3.2166793,0.0,0.28900427,4.6240683,10.404154,4.6240683,28.900427,0.8761629
5269,2.732694,1.0,-0.06475764,-1.0361222,-2.331275,-1.0361222,-6.475764,0.3978058
5270,3.0858247,0.0,0.35580695,5.692911,12.80905,5.692911,35.580696,0.9226649
5271,3.8911958,1.0,-0.37271205,-5.9633927,-13.417634,-5.9633927,-37.271206,0.068000674
5272,2.013456,1.0,-0.40648156,-6.503705,-14.633336,-6.503705,-40.648155,0.05198264
5273,3.411689,0.0,0.016783591,0.26853746,0.6042093,0.26853746,1.6783592,0.5267626
5274,2.5991719,0.0,0.3253073,5.204917,11.711063,5.204917,32.53073,0.90340996
5275,1.6955813,1.0,-0.25848487,-4.135758,-9.305455,-4.135758,-25.848488,0.1505822
5276,2.345661,0.0,0.016948089,0.27116942,0.6101312,0.27116942,1.694809,0.5270245
5277,2.8846135,0.0,0.23480578,3.7568924,8.453008,3.7568924,23.480577,0.8261919
5278,1.6551542,0.0,0.1706699,2.7307184,6.1441164,2.7307184,17.06699,0.7525953
5279,5.578896,0.0,0.18575142,2.9720228,6.6870513,2.9720228,18.575142,0.77126086
5280,1.6561348,1.0,-0.4731946,-7.5711136,-17.035006,-7.5711136,-47.319458,0.02919364
5281,2.5762353,1.0,-0.4384803,-7.0156846,-15.785291,-7.0156846,-43.84803,0.039721966
5282,3.4899502,1.0,-0.18581823,-2.9730916,-6.689456,-2.9730916,-18.581823,0.2286582
